text,label
"do you know how many pieces you have in total, in rows and in columns?",4
"cool, i'd be happy to help out.",0
can i you take a look at <url> and <url>?,3
"i had an editorial dispute with a user called <url><, but i'm not responding to him anymore as it seems to escalate into heated arguments.",1
"it has a few problems, could you help me with it?",7
that's a good idea.,1
are you sure the outliers are necessary for your analysis?,0
is it doable to have two designs depending on the option selected?,3
would you be willing to add a few words to the fac candidacy?,4
and you want a self modifying application?,0
do you think it still needs a warning about lack of refs/citations?,4
"http://bicycles.stackexchange.com/questions/1983/ here we can talk about ""why no freewheel?""",6
"it looks like all of the basic options i was considering are basically ok from the perspective of the dab project, right?",4
"as i wrote above, at first i thought lets keep it, but after i heard some arguments, and when i made analysis of my own, i got to my conclusion.",1
how is moving done properly without losing the edit history?,0
hi gabe what is your reason to activate the usb debug with fastboot?,3
maybe this would be better-suited for programmers.se.com?,4
"hey, i could really use your skill on wikiproject cities.",4
"i agree with orlady here; full-protection, a fairly serious position when we're talking about an encyclopedia anyone can edit, is only to be taken out as a last (reasonable) resort.",6
"digemall i'm somewhat new to c#, couldn't i use the second one if i used a nullable bar?",4
could you do the peer review for ''loud'' by any chance?,3
"do you want to turn off thumbnails on just the desktop, or in folder windows (e.g.",4
do you want an algorithm that given two polygons finds what line segments they 'overlap' over?,4
that's a very appealing recipe by the way.,0
right now i am doing something like http://pastie.org/898437.,1
maybe in this case we should use the patronimics in the titles and have alexander tkachyov as a disambig?,6
do you have tabbed browsing enabled?..,4
loaded via request?,0
"i've gotten a few of these since then, but just wondering if you remembered and got any shots that would be worth using on here?",4
did you find a solution yet?,4
"i think this deserves its own article, as opposed to being in the centrifugal one.",0
i'm hesitant to deal the final blow to this question to be honest.,3
"matt h's comment covers the ""how"".",1
i just tried using your code verbatim and it's working correctly for me (label is correctly centered in view).,5
have you tried to fully uninstall your application from your development phone and reinstall it from scratch?,4
"wow, that is a great answer!",1
i wonder if there might be a difference between fresh and dried pasta?,4
is it considered a subspecies?,3
why is the system receiving 94/64/and 7's (ascii decimal converted from ascii characters) and how can i fix it?,3
"thanks from me, too &mdash; cheers!",7
thanks for working on that.,7
:-/ maybe you'd be interested in doing such a merge?,4
"can you elaborate on how this question is related to hardness of approximation, preferably in the question?",3
"do you mean the concept of `\institute` as a macro, or simply where to include it in the title data to get it to print?",4
do you have any interest in pursuing it?,4
"gulshan sorry, obvious question - is there a reason this can't be a web application and/or done w/ something like adobe air?",4
by speech marks do you mean quotation marks?,4
