,Unnamed: 0,Sentence,label,super_strategy_patricia,Yann,S_Strat_Yann,annotation_patricia,AA,Vote
363,363,What's the class that it can't find?,0,0,,,,,
364,364,Are they all custom classes?,0,0,,,,,
365,365,Wonderful!,d_02,1,,,,,
366,366,:) Do you particularly like to work on comics creators' articles?,d_12,4,,,,,
367,367,So far so good?,d_06,1,,,,,
368,368,"Drop me an email sometime, ok?",0,0,,,,,
369,369,I see.,0,0,,,,,
370,370,Was it talking about that one specifically?,0,0,,,,,
371,371,:),0,0,,,,,
372,372,"Your algorithm would presumably conclude that `{x,y,y,y,y}` and `{x,x,x,x,y}` are equal.",d_06,1,,,,,
373,373,Is that the desired behaviour?,0,0,,,,,
374,374,"Sorry, I completely missed the subsection title.",d_12,4,,,,,
375,375,You think this is Merkey?,0,0,,,,,
376,376,Hi.,0,0,,,,,
377,377,Would you be interested in reviewing <url> for its GA nomination?,d_12,4,,,,,
378,378,Hi Hektor.,0,0,,,,,
379,379,Could you please provide a rationale tag for this image?,d_11,3,,,,,
380,380,Please see <url>.,d_11,3,,,,,
381,381,Could you help with the list on the talk page?,d_11,3,,,,,
382,382,For those times when the understanding gained comes to use.,0,0,,,,,
383,383,Since this question came up - do we have figures on which is faster and by *how much* ?,d_17,6,,,,,
384,384,That's great.,0,0,,,,,
385,385,Did you have a question too?,d_12,4,,,,,
386,386,I may be missing something but I agree with @whuber.,0,0,,,,,
387,387,I do not see why you need an approximation g(x) when you have h(x)^+ and in what sense will any other function g(x) be better than h(x)^+?,0,0,,,,,
388,388,@Sklivvz I'd recommend to edit the headline.,0,0,,,,,
389,389,"As it is, and taken wordly, the only answer is: ""Of course, what else?""",d_07,1,,,,,
390,390,Any wisdom as to how to get the vinegar to not smell?,0,0,,,,,
391,391,The same way anyone with a desk job stays healthy!,d_12,4,,,,,
392,392,This isn't really programmer-related?,d_05,1,,,,,
393,393,"""I'm aware of WSOD Walkthrough but none of the reasons seems to apply this case.."" have you added the error reporting in the index.php?",d_12,4,,,,,
394,394,Do you get some errors then?,d_12,4,,,,,
395,395,"When you're previewing the widget, which style are you using?",0,0,,,,,
396,396,What operating system are you running designer on?,0,0,,,,,
397,397,and @Nico: Have you tried my solution?,d_12,4,,,,,
398,398,Did it fix  the problem?,0,0,,,,,
399,399,"Regarding our WikiProject discussion about airport naming, I am unsure about Wiki etiquette - should I edit your sandbox with links indicating the common name (i.e.",0,0,,,,,
400,400,airport even though it's an aerodrome) or should I list them on my own talk page?,0,0,,,,,
401,401,"Sorry, but I don't buy it.",d_06,1,,,,,
402,402,Why should we be sheep because exceptions didn't exist in PHP over a decade ago when classes were first implemented in PHP `4.something`?,d_17,6,,,,,
403,403,Very nice.,0,0,,,,,
404,404,Did you visit also Romania or not?,d_12,4,,,,,
405,405,Nice question!.,0,0,,,,,
406,406,Which specific terms do you understand and which ones do you not understand?,d_12,4,,,,,
407,407,"Sorry, just realized you were talking specifically about using the word in the title, which does make things a little trickier-- you probably don't want your app to have a different name on both sides of the pond, although it wouldn't be unheard of.",d_06,1,,,,,
408,408,"Can't you just use ""Plane"" instead?",d_07,1,,,,,
409,409,:P,0,0,,,,,
410,410,Try the same thing using SciPy?,0,0,,,,,
411,411,Save to text first and then use Asymptote or convert unix command?,0,0,,,,,
412,412,"If you need wide browser compatibility, you'll have to use JavaScript.",0,0,,,,,
413,413,Would you be interested in a JavaScript solution?,d_12,4,,,,,
414,414,Very true.,0,0,,,,,
415,415,"Out of interest, what do you make of the new kits(s)?",d_12,4,,,,,
416,416,"Hi Leonard G., I just read through your RFA including your reform proposals.",d_14,5,,,,,
417,417,"Could you take a look at <url>, a proposal I have developed which would give just the rollback tool to people who request it?",d_12,4,,,,,
418,418,Would you mind doing the same for <url>?,d_12,4,,,,,
419,419,"Ah, thanks!",d_110,7,,,,,
420,420,"Btw, IS THERE any kind of guideline for FAs in regard to lede length somewhere?",d_12,4,,,,,
421,421,That's a very appealing recipe by the way.,0,0,,,,,
422,422,Do you have a cast iron waffle iron?,d_12,4,,,,,
423,423,What are you using to cook them?,0,0,,,,,
424,424,I'm glad you're pleased with the general appearance.,d_11,3,,,,,
425,425,"Before I label all the streets, is the text size, font style, etc OK?",0,0,,,,,
426,426,I've never heard that.,0,0,,,,,
427,427,Any links to horror stories?,0,0,,,,,
428,428,Would a tool that provides an RSS feed for a tag work alright?,0,0,,,,,
429,429,What OS are you using?,0,0,,,,,
430,430,Thanks!,d_110,7,,,,,
431,431,To be absolutely fair his earlier edits to Rumble Fighter seemed serious; maybe he left the pc untended?,d_12,4,,,,,
432,432,"I recently was approved for VandalProof, and I installed everything and stuff, but I'm confused on how it is actually run, like what do I click to start it.",d_11,3,,,,,
433,433,Could you please help me a little?,d_110,7,,,,,
434,434,"I could go on from here, but this is essentially the underlying basis of my reasoning.",d_12,4,,,,,
435,435,Does this help explain my position?,0,0,,,,,
436,436,POST implies you want to send some data to the server.,0,0,,,,,
437,437,Why wouldn't you just use GET when all you want to do is GET data?,d_013,2,,,,,
438,438,What is a string pointer?,0,0,,,,,
439,439,Can you give some example about the input and the expected output?,d_11,3,,,,,
440,440,That code looks good.,0,0,,,,,
441,441,What isn't it doing that you want it to?,d_07,1,,,,,
442,442,@DSchultz Tried adding the 'www' (no luck).,0,0,,,,,
443,443,How do I URL encode it?,0,0,,,,,
444,444,"Can you please clarify, if you only care about the weights, why you don't simply do `data[x] += w`?",d_11,3,,,,,
445,445,What do you care about besides the weights?,d_12,4,,,,,
446,446,"Well, in that case we should simply point the shortcuts to where they originally pointed, which in most cases is unrelated to both VIE and VINE.",d_17,6,,,,,
447,447,"That sounds like a fair and neutral compromise, no?",d_12,4,,,,,
448,448,"Since you're also allowing nodes to be visited more than once, then there are an infinite amount of paths: `4-2-1-2-1-2-1-2-1-2-1-2-5`, (you can keep repeating `2-1-2-1-...`).",0,0,,,,,
449,449,Perhaps I'm misinterpreting your question?,d_12,4,,,,,
450,450,Perhaps something else is receiving the request before your option page?,d_12,4,,,,,
451,451,"AKA, the background page?",0,0,,,,,
452,452,"It depends on what you are cooking with the egg, because they have a few different roles in a dish.",0,0,,,,,
453,453,Can you provide more information on which dish you are cooking where you want to replace the egg?,d_11,3,,,,,
454,454,"Yes, it is a matter of civility.",d_05,1,,,,,
455,455,Do you think a year would be better?,d_12,4,,,,,
456,456,"How would look your formula like after removing one, two, or all connectives?",d_12,4,,,,,
457,457,Could you give an example?,d_11,3,,,,,
458,458,Have you checked the newest GCC (gcc4) version to make sure it isn't done already?,d_12,4,,,,,
459,459,Have you mentioned your intentions on any (gcc) relevant forum?,d_12,4,,,,,
460,460,You are passing a URL string into a method that takes a file path.,0,0,,,,,
461,461,Did you try initWithContentsOfURL and passing an NSURL instead?,d_12,4,,,,,
462,462,@user705414: What platform are you using?,0,0,,,,,
463,463,Linux/Unix/Windows?,0,0,,,,,
464,464,Is it possible you have an error in your [`remove_action`](http://codex.wordpress.org/Function_Reference/remove_action) and [`add_action`](http://codex.wordpress.org/Function_Reference/add_action) call?,d_11,3,,,,,
465,465,"Your second parameter is `'show'`, but shouldn't it be the function you are adding or removing?",0,0,,,,,
466,466,"Just looking at it, it looks like a skewed normal distribution.",0,0,,,,,
467,467,Are you sure the outliers are necessary for your analysis?,0,0,,,,,
468,468,Your question is not clear.,0,0,,,,,
469,469,Could you please edit the text and add a bit more context?,d_11,3,,,,,
470,470,It does seem a bit weird.,0,0,,,,,
471,471,You weren't doing it on a secondary thread by any chance?,0,0,,,,,
472,472,There is a special tool which shows you page sizes?,0,0,,,,,
473,473,Would you like to know how to use it?,d_12,4,,,,,
474,474,I really think that the text you have drafted at <url> is far fuller and better than the article as currently drafted.,d_12,4,,,,,
475,475,Do you have any objection to me deleting the current text (except for the infobox which I will retain) and importing you text in its entirety?,d_12,4,,,,,
476,476,"Hey, what do you think if instead of naming surahs like this <url>, we add the surah number to each like : ""Surah 1, Al-Fatiha"".",d_17,6,,,,,
477,477,Would u agree with such page moves?,0,0,,,,,
478,478,Can you please post the some sample code.To which panel you are adding this horizontal panel?Is there any spacing between the widgets added in the horizontal panel?,d_11,3,,,,,
479,479,or space is there on left side of whole horizontal panel?,d_11,3,,,,,
480,480,"Problem is how do you recognise the categories, as there are thousands of them.",d_12,4,,,,,
481,481,"I have already made a program that scans the database, and can locate the unstubbed articles, so finding the untagged stubs is ok, and AWB automatically adds the stub tag if the article is short, I just can't think how you could program it to automatically guess the type of stub, any ideas?",d_14,5,,,,,
482,482,Oh I can explain how for you.,0,0,,,,,
483,483,Do you have a <url> computer?,d_12,4,,,,,
484,484,"Hey, I found <url> and at around 1:10, I think I can see the Backstreet Boys holding platinum discs (or double platinum, I'm not sure) for Backstreet's Back and Millennium.",d_06,1,,,,,
485,485,Can you please verify and is it possible to use this as a source for adding South African certifications?,d_11,3,,,,,
486,486,Good find.,0,0,,,,,
487,487,Do you have a cite for the second para?,d_12,4,,,,,
488,488,It looks like its not processing the imports in the WSDL.,0,0,,,,,
489,489,Have you confirmed suds works with external imports?,d_12,4,,,,,
490,490,You had deleted the mozzarepa article I was working on since it was judged as an advert (something I didn't intend.),d_07,1,,,,,
491,491,How can I edit and change the article so it is acceptable?,d_11,3,,,,,
492,492,"This is a relative path, what means, that it is resolved against the current working directory (`getcwd()`).",0,0,,,,,
493,493,Did you checked the absolute path also (`realpath()`)?,d_12,4,,,,,
494,494,The new features of Hotcat are excellent: whom do I thank for this?,0,0,,,,,
495,495,:-) Are you still its maintainer?,0,0,,,,,
496,496,That example sentence doesn't really feel right.,0,0,,,,,
497,497,You sure you don't mean to use the past perfect?,d_02,1,,,,,
498,498,"Hello, Jeff79.",0,0,,,,,
499,499,Would you weigh in on the above linked discussion regarding an edit you made?,d_12,4,,,,,
500,500,Are the Ajax or other porlet technologies good enough?,0,0,,,,,
501,501,Are there any other Java portlet technologies that I should study?,0,0,,,,,
502,502,"Hello Jennica, I noticed you revert vandalsm occasionally.",0,0,,,,,
503,503,Would you like me to grant your account <url> to help you revert vandalism more easily?,d_12,4,,,,,
504,504,"Should the solution report duplicates that are in different folders, or only duplicates in the same folder.",0,0,,,,,
505,505,E.g.,0,0,,,,,
506,506,would `/bert/me.gif` not be considered a duplicate of `/ernie/me.gif` (assuming identical file size)?,d_12,4,,,,,
507,507,If you have time could you look at <url><url> on the <url> article.,d_12,4,,,,,
508,508,I'm wondering what your thoughts are in terms whether it should go or stay?,0,0,,,,,
509,509,At first sight I can't see what's wrong with the code you've posted.,0,0,,,,,
510,510,What error or problem does this produce?,0,0,,,,,
511,511,"Someone has Blocked the whole Opera mini Browser, as you know even i use my Mobile-Opera for editing.",d_07,1,,,,,
512,512,can you please help?,d_11,3,,,,,
513,513,"@Jeremy: What happens if you add this line to your code - `alert({iframe:true, innerWidth:425, innerHeight:344}.iframe)`.",0,0,,,,,
514,514,Does view source give you the same code?,0,0,,,,,
515,515,"I've tweaked it further: It's now accurate, to within my ability to describe a complicated subject, but rather too complicated.",0,0,,,,,
516,516,"Can we simplify it without losing precision, or, alternately, put something before the precise definition that's a bit easier to understand?",d_17,6,,,,,
